EmployeeID,Name,Age,Department,Role,Location,DigitalTrainingHours,DigitalTransformationScore,YearsAtCompany,Satisfaction
1077,Employee_1077,51,Operations,Manager,London,95.5,56.46,28.5,7.1
1078,Employee_1078,29,Finance,Coordinator,Tokyo,52.3,66.3,14.7,1.6
1079,Employee_1079,49,Sales,Analyst,London,30,67.91,2.1,6.3
1080,Employee_1080,34,Sales,Manager,Tokyo,7.7,93.17,30.2,7.9
1081,Employee_1081,60,Operations,Specialist,London,50.1,99.69,38.2,8.5
1082,Employee_1082,61,Operations,Executive,Berlin,79.5,72.02,9.6,2.5
1083,Employee_1083,42,HR,Executive,Dubai,70.7,28.72,12.9,9.1
1084,Employee_1084,31,Sales,Executive,San Francisco,5,87.98,7.4,6.9
1085,Employee_1085,43,HR,Coordinator,Sydney,7.3,4.92,23.1,8.9
1086,Employee_1086,21,Operations,Specialist,Sydney,40.3,23.11,6.2,5.4
1087,Employee_1087,57,Marketing,Manager,Paris,29.5,89.74,14.2,5.9
1088,Employee_1088,41,Finance,Specialist,Berlin,23.2,25.62,27.9,9.3
1089,Employee_1089,46,Sales,Coordinator,London,28.1,22.07,22.4,9.1
1090,Employee_1090,56,Finance,Coordinator,Tokyo,80.3,13.81,15.5,5
1091,Employee_1091,43,HR,Analyst,Dubai,92.9,85.91,16.8,3.5
1092,Employee_1092,21,HR,Specialist,London,40.5,50.01,22.5,4.5
1093,Employee_1093,60,IT,Executive,Berlin,90.6,67.49,0.2,4.5
1094,Employee_1094,35,Marketing,Coordinator,Sydney,32.1,23.91,3.1,3.6
1095,Employee_1095,41,Sales,Coordinator,San Francisco,47.6,75.8,35.3,3.4
1096,Employee_1096,29,Sales,Analyst,San Francisco,22.6,76,3.1,8.7
1097,Employee_1097,29,HR,Executive,Sydney,64,31.26,28.3,1.6
1098,Employee_1098,30,Marketing,Coordinator,Dubai,97.9,41.07,36.8,7.1
1099,Employee_1099,46,Finance,Manager,Tokyo,60.3,20.97,10.8,2.6
1100,Employee_1100,61,Sales,Executive,Dubai,35.8,97.66,14.8,4.1
1101,Employee_1101,55,HR,Specialist,Paris,64.8,64.56,22.8,1.6
1102,Employee_1102,45,IT,Analyst,Dubai,12.3,93.45,35.3,3.4
1103,Employee_1103,46,Operations,Manager,Dubai,88.9,30.34,37.7,7.9
1104,Employee_1104,31,Sales,Manager,Sydney,50.3,78.19,29.6,9
1105,Employee_1105,58,Marketing,Specialist,Sydney,44.9,76.59,3.5,3
1106,Employee_1106,22,Operations,Analyst,Toronto,58.6,69.17,26.8,5.2
1107,Employee_1107,27,Finance,Coordinator,Paris,62.5,96.56,16.4,5.2
1108,Employee_1108,38,IT,Analyst,New York,7.2,39.36,18.8,8.9
1109,Employee_1109,47,Sales,Coordinator,Sydney,68.3,13.07,2,7.9
1110,Employee_1110,54,Operations,Specialist,Berlin,24.2,67.17,7.6,5.6
1111,Employee_1111,47,Marketing,Specialist,Berlin,71.4,72.93,31.6,7
1112,Employee_1112,37,Operations,Manager,Toronto,82.3,57.51,18.2,8.6
1113,Employee_1113,63,HR,Manager,Tokyo,80.4,20.68,12.1,1.1
1114,Employee_1114,64,Operations,Manager,Sydney,55.3,50.45,15.4,4.6
1115,Employee_1115,44,Finance,Specialist,Paris,52,31.22,34.2,9.2
1116,Employee_1116,45,Operations,Coordinator,Sydney,14.3,42.75,30,7.7
1117,Employee_1117,27,Finance,Specialist,San Francisco,77.5,64.52,10.9,5.9
1118,Employee_1118,26,Finance,Specialist,San Francisco,27.1,74.52,4.7,5.8
1119,Employee_1119,44,Marketing,Manager,San Francisco,49.7,23.22,10.1,4.1
1120,Employee_1120,53,HR,Analyst,Sydney,28.4,40.53,36.8,5.7
1121,Employee_1121,49,IT,Manager,Tokyo,13.4,26.92,23.3,6.9
1122,Employee_1122,63,Finance,Analyst,San Francisco,63,19.86,21.3,4.8
1123,Employee_1123,42,Operations,Coordinator,Singapore,5.4,78.34,23.9,7.4
1124,Employee_1124,46,Marketing,Coordinator,London,74.9,90.93,14.6,8.8
1125,Employee_1125,48,Operations,Executive,Paris,31.8,37.02,32.3,2.4
1126,Employee_1126,41,Finance,Executive,Dubai,0,75.13,20.9,5.1
1127,Employee_1127,27,Marketing,Executive,London,51.1,89.7,4.7,4.7
1128,Employee_1128,37,Operations,Coordinator,Tokyo,4.7,84.61,5.2,7.2
1129,Employee_1129,40,Sales,Manager,Paris,27.6,18.28,21.5,3.2
1130,Employee_1130,61,HR,Manager,Singapore,70.7,95.63,37.5,6.8
1131,Employee_1131,40,Operations,Manager,Berlin,6.3,37.67,12.3,8.9
1132,Employee_1132,42,HR,Specialist,Tokyo,83.9,33.92,34.8,4.8
1133,Employee_1133,48,Finance,Executive,London,0.4,6.24,30.6,9.2
1134,Employee_1134,60,Finance,Manager,London,24.7,48.62,9.9,9.9
1135,Employee_1135,27,Finance,Executive,New York,74.1,10.9,1.5,2
1136,Employee_1136,21,HR,Executive,Singapore,31.6,24.85,4.1,3.1
1137,Employee_1137,52,Operations,Specialist,New York,10.2,31.69,29.1,9.6
1138,Employee_1138,33,Sales,Coordinator,Dubai,36,80.88,8,9.6
1139,Employee_1139,50,HR,Manager,Dubai,27,87.55,14.9,1.9
1140,Employee_1140,43,Marketing,Specialist,Toronto,84.3,30.25,20.1,1.1
1141,Employee_1141,39,Sales,Coordinator,Dubai,31.3,85.87,29,2.4
1142,Employee_1142,52,Operations,Coordinator,Berlin,78.9,85.72,4.5,10
1143,Employee_1143,50,Operations,Manager,New York,89.2,76.47,16.3,2.6
1144,Employee_1144,49,HR,Executive,Singapore,43.4,14.67,19.4,5.5
1145,Employee_1145,49,IT,Analyst,Tokyo,91,69.03,21.6,8.6
1146,Employee_1146,50,Sales,Executive,Singapore,37.7,94.5,32.7,1.2
1147,Employee_1147,36,Finance,Executive,Singapore,96.4,68.25,6.9,6.4
1148,Employee_1148,60,Sales,Analyst,San Francisco,8.9,33.16,32.3,3.5
1149,Employee_1149,39,Operations,Coordinator,Paris,68.7,50.06,27.7,8.8
1150,Employee_1150,38,Marketing,Analyst,Sydney,49.4,64.57,22.2,3.6
1151,Employee_1151,21,Operations,Analyst,Toronto,38.8,51.06,28,7.2
1152,Employee_1152,34,HR,Specialist,Berlin,63.3,12,16.5,7.1
1153,Employee_1153,22,IT,Specialist,Dubai,70.4,31.21,5.5,3
1154,Employee_1154,48,Finance,Specialist,Tokyo,0.4,80.24,26.6,1.3
1155,Employee_1155,50,Sales,Coordinator,Paris,16.7,86.14,21,4.7
1156,Employee_1156,58,IT,Analyst,San Francisco,71.3,13.73,25.6,3.6
1157,Employee_1157,24,Finance,Manager,Singapore,66.6,95.24,13.5,8.3
1158,Employee_1158,21,Operations,Analyst,Singapore,96.6,32.88,36.3,8.2
1159,Employee_1159,28,Marketing,Coordinator,London,76.1,66.23,23.5,5.1
1160,Employee_1160,49,Operations,Specialist,Toronto,95.1,75.18,3.4,6.5
1161,Employee_1161,59,HR,Coordinator,Sydney,70.3,81.19,18,6.4
1162,Employee_1162,23,HR,Specialist,Singapore,29.8,94.57,30.3,8.4
1163,Employee_1163,52,Marketing,Coordinator,New York,10.5,31.29,31.8,4.8
1164,Employee_1164,30,Sales,Manager,Berlin,78.2,85.85,19.8,3.5
1165,Employee_1165,30,IT,Specialist,Dubai,64.4,13.17,35.8,3.4
1166,Employee_1166,39,Marketing,Specialist,Paris,4.8,70.5,10.7,5.8
1167,Employee_1167,54,IT,Analyst,Singapore,36,74.2,16.4,5
1168,Employee_1168,53,Finance,Coordinator,Paris,95.7,67.77,35.9,5
1169,Employee_1169,43,Sales,Executive,San Francisco,50,25.23,35.9,1.8
1170,Employee_1170,48,HR,Executive,Paris,43.3,87.3,27.4,7.5
1171,Employee_1171,52,Sales,Analyst,Paris,45.8,16.89,34.4,2.9
1172,Employee_1172,27,Operations,Coordinator,Dubai,20.9,5.36,3.6,2.8
1173,Employee_1173,49,HR,Manager,Dubai,36.9,71.75,34.6,4.7
1174,Employee_1174,28,IT,Analyst,Paris,37,47.55,12.8,3.1
1175,Employee_1175,21,HR,Specialist,San Francisco,5.2,84.91,7.1,6.3
1176,Employee_1176,23,Operations,Manager,Sydney,76.8,38.34,9.6,4.3
1177,Employee_1177,44,HR,Coordinator,New York,41.7,16.83,16.7,5
1178,Employee_1178,43,Marketing,Specialist,Berlin,82.2,83.64,10,5.8
1179,Employee_1179,28,IT,Executive,San Francisco,85,54.89,12.8,2.8
1180,Employee_1180,57,Operations,Coordinator,Berlin,21.2,18.92,5.4,2.4
1181,Employee_1181,23,Marketing,Specialist,London,65.7,72.04,11.8,8.9
1182,Employee_1182,53,Finance,Coordinator,Tokyo,47.2,51.11,22.9,4.9
1183,Employee_1183,48,Sales,Specialist,Sydney,88,60.43,17.7,4.7
1184,Employee_1184,28,Marketing,Coordinator,Berlin,21.6,46.09,13.9,1.3
1185,Employee_1185,54,Finance,Executive,New York,67.8,82.87,29.9,5.5
1186,Employee_1186,55,Operations,Analyst,Berlin,60.8,82.96,35.7,6
1187,Employee_1187,52,Operations,Specialist,Singapore,29.5,70.94,30.3,6
1188,Employee_1188,44,Operations,Specialist,Sydney,13.7,10.54,13.3,7.4
1189,Employee_1189,34,IT,Executive,Toronto,65.2,83.89,29.8,2.6
1190,Employee_1190,52,Operations,Analyst,San Francisco,73.9,67.1,6.1,3.3
1191,Employee_1191,63,Sales,Coordinator,San Francisco,31.6,69.7,5.2,8.3
1192,Employee_1192,36,IT,Specialist,New York,64.5,36.3,13.8,9.5
1193,Employee_1193,24,Operations,Analyst,New York,39.5,87.93,32.3,2.2
1194,Employee_1194,57,IT,Coordinator,Sydney,71.3,72.54,9.9,5.5
1195,Employee_1195,41,Sales,Specialist,London,19.9,11.26,2.5,2.9
1196,Employee_1196,34,Sales,Specialist,Singapore,89,40.78,5.3,1.5
1197,Employee_1197,51,Marketing,Coordinator,Tokyo,28.7,88.64,34.3,3.9
1198,Employee_1198,38,IT,Executive,Tokyo,36.8,4.72,25.4,2.3
1199,Employee_1199,27,HR,Analyst,Dubai,5.8,96.14,10.1,7.4
1200,Employee_1200,30,Finance,Specialist,Singapore,11.2,67.92,22.2,5.8
1201,Employee_1201,27,Operations,Coordinator,Dubai,51.6,63.14,21.1,2.3
1202,Employee_1202,53,Finance,Specialist,Paris,26.8,27.06,26.2,1.1
1203,Employee_1203,43,Sales,Coordinator,Toronto,83.5,24.88,9.3,8.3
1204,Employee_1204,41,Finance,Specialist,Toronto,1.5,94.21,34.6,2.6
1205,Employee_1205,39,HR,Manager,Sydney,37.9,29.83,12.4,6.5
1206,Employee_1206,39,Finance,Executive,Dubai,33.7,77.55,27.8,4
1207,Employee_1207,56,Marketing,Analyst,London,1.9,39.31,0.6,6.3
1208,Employee_1208,49,Finance,Executive,Singapore,12.4,13.93,14.9,3.8
1209,Employee_1209,38,Sales,Executive,Tokyo,41.4,1.07,14.1,1.8
1210,Employee_1210,22,Sales,Analyst,Toronto,49.3,54.43,21.7,3
1211,Employee_1211,21,Marketing,Executive,Berlin,40.4,97.58,2.9,2.7
1212,Employee_1212,25,Operations,Manager,Singapore,53.1,36.91,31.6,4.9
1213,Employee_1213,40,IT,Coordinator,Toronto,59.5,35.72,8.7,6.9
1214,Employee_1214,31,Operations,Analyst,Sydney,1,34.41,27.1,3.4
1215,Employee_1215,62,Sales,Coordinator,Sydney,46.4,52.05,32.1,1.1
1216,Employee_1216,22,Operations,Specialist,San Francisco,96.3,44.07,22.5,5.7
1217,Employee_1217,23,Finance,Manager,San Francisco,51.9,87.99,29.6,6.5
1218,Employee_1218,43,Finance,Coordinator,Dubai,67.8,50.55,26.5,9.7
1219,Employee_1219,32,Sales,Coordinator,New York,31.2,50.78,14.2,6.3
1220,Employee_1220,40,Sales,Analyst,Singapore,77.4,13.84,32.4,5.2
1221,Employee_1221,25,Operations,Specialist,Paris,77.3,98.27,11.8,6.2
1222,Employee_1222,57,Operations,Analyst,San Francisco,52.1,25,22.8,9.4
1223,Employee_1223,58,Finance,Specialist,Paris,97.6,7.34,29.8,8.5
1224,Employee_1224,50,IT,Analyst,Berlin,12.6,66.31,15.2,3.9
1225,Employee_1225,29,Marketing,Coordinator,London,1.7,59.54,12.1,3.1
1226,Employee_1226,54,IT,Coordinator,Singapore,77,41.51,18.4,3.4
1227,Employee_1227,64,Sales,Manager,Tokyo,80.7,42.22,32.7,5.5
1228,Employee_1228,55,Operations,Coordinator,Berlin,12,78.51,37.2,7.7
1229,Employee_1229,42,IT,Executive,Paris,26.6,19.57,21.8,5.5
1230,Employee_1230,64,Operations,Coordinator,Paris,1.8,82.03,26.5,1.6
1231,Employee_1231,44,HR,Executive,Paris,29.3,64.87,36.1,7.5
1232,Employee_1232,37,Finance,Coordinator,Sydney,77.3,41.9,3.9,8.3
1233,Employee_1233,30,Marketing,Executive,Dubai,51.8,45.8,9.3,3.6
1234,Employee_1234,50,Operations,Executive,London,34.8,25.66,28.4,7
1235,Employee_1235,43,Marketing,Coordinator,Berlin,37.2,75.21,32.9,4.8
1236,Employee_1236,52,Operations,Executive,Toronto,0.1,51.29,34.3,9
1237,Employee_1237,37,Operations,Manager,Sydney,30,32.09,16.6,8.6
1238,Employee_1238,37,Marketing,Specialist,London,64.6,59.61,3.6,5.7
1239,Employee_1239,34,Marketing,Executive,San Francisco,97.4,99.57,17.5,7.2
1240,Employee_1240,29,IT,Executive,San Francisco,84.7,43.53,9.2,9
1241,Employee_1241,60,Operations,Manager,San Francisco,2.4,92.07,11.6,5.5
1242,Employee_1242,22,HR,Manager,Berlin,89.9,34.5,30.9,3.8
1243,Employee_1243,45,IT,Analyst,Dubai,78.3,5.47,3,7.8
1244,Employee_1244,59,Sales,Specialist,Paris,78,20.42,33.1,3
1245,Employee_1245,29,Sales,Analyst,Toronto,45.8,41.87,17.1,4.5
1246,Employee_1246,42,Finance,Executive,New York,39.8,21.96,23.8,8.8
1247,Employee_1247,63,HR,Manager,Berlin,30.3,0.02,3.6,7.5
1248,Employee_1248,24,Operations,Executive,New York,6.6,91.5,13.5,4.6
1249,Employee_1249,46,HR,Coordinator,Paris,22.8,84.39,3.6,2.9
1250,Employee_1250,49,Sales,Specialist,Dubai,24.7,74.23,38.5,4.2
1251,Employee_1251,54,Operations,Coordinator,Dubai,48.4,16.78,32.3,3.6
1252,Employee_1252,43,HR,Manager,Paris,74.7,12.04,18.4,2.6
1253,Employee_1253,57,Marketing,Manager,Paris,47.4,6.76,8.9,7.7
1254,Employee_1254,31,IT,Manager,Singapore,5.8,72.4,37.3,3.3
1255,Employee_1255,26,Operations,Specialist,New York,95.8,92.88,13.8,5.1
1256,Employee_1256,38,Marketing,Analyst,Dubai,94.3,43.05,6.4,4.5
1257,Employee_1257,41,IT,Executive,Paris,78.5,11.91,22.5,9.8
1258,Employee_1258,62,HR,Executive,New York,99.1,51.24,37.8,4.5
1259,Employee_1259,56,Operations,Executive,Paris,54.4,34.88,0.2,1.7
1260,Employee_1260,61,Finance,Executive,Tokyo,96.3,37.48,9.5,1.8
1261,Employee_1261,58,Finance,Executive,Paris,7.6,62.13,37.5,6.3
1262,Employee_1262,54,Sales,Analyst,Singapore,36.6,71.87,6.8,6.4
1263,Employee_1263,37,Marketing,Coordinator,Toronto,22.5,11.06,4.5,4.8
1264,Employee_1264,57,Operations,Specialist,Dubai,19.6,3.56,22.8,4.9
1265,Employee_1265,45,Marketing,Coordinator,Dubai,14.1,99.43,34.5,1.5
1266,Employee_1266,58,HR,Coordinator,New York,62.2,23.27,19.1,5.6
1267,Employee_1267,32,Finance,Executive,Tokyo,78.1,5.38,39.8,5.5
1268,Employee_1268,43,Marketing,Executive,London,57.8,18.99,27.2,2.3
1269,Employee_1269,62,Sales,Analyst,Berlin,14.7,3.9,3,1.9
1270,Employee_1270,42,Operations,Specialist,San Francisco,81.1,39.18,39.7,2.1
1271,Employee_1271,41,Finance,Manager,Dubai,63.6,80.24,16.3,1.9
1272,Employee_1272,47,Marketing,Coordinator,San Francisco,38.8,34.12,11.5,6.5
1273,Employee_1273,51,Marketing,Manager,San Francisco,67.4,44.42,22.3,2.8
1274,Employee_1274,26,Operations,Specialist,Paris,26,67.56,12.2,3.3
1275,Employee_1275,47,Sales,Coordinator,Berlin,34.5,50.89,3.5,2.6
1276,Employee_1276,60,HR,Manager,Toronto,91.7,86.14,0.1,9.6
1277,Employee_1277,54,Sales,Manager,Dubai,29.1,86.6,18,8.7
1278,Employee_1278,32,HR,Analyst,Paris,47,0.99,33.5,3.1
1279,Employee_1279,27,IT,Specialist,Dubai,89,77.8,22.9,3.9
1280,Employee_1280,30,Marketing,Specialist,Paris,70.8,46.07,40,2.9
1281,Employee_1281,37,Marketing,Specialist,Dubai,6.2,98.88,11.5,5.4
1282,Employee_1282,46,Finance,Coordinator,Singapore,14.7,48.32,11.2,1.2
1283,Employee_1283,41,IT,Analyst,Tokyo,0.8,98.69,6.4,7
1284,Employee_1284,48,Marketing,Executive,Paris,63.1,75.46,6.6,5.7
1285,Employee_1285,22,HR,Coordinator,Sydney,44.8,24.86,11.4,9.1
1286,Employee_1286,63,Operations,Specialist,San Francisco,13.4,53.84,31.7,2.5
1287,Employee_1287,21,HR,Coordinator,Dubai,95.8,99.21,36.2,8.2
1288,Employee_1288,56,Marketing,Manager,Dubai,53,85.75,39,8.1
1289,Employee_1289,46,Marketing,Coordinator,London,24.2,9.74,9.3,2.1
1290,Employee_1290,49,HR,Coordinator,Berlin,50.1,70.64,35.3,4.6
1291,Employee_1291,41,Operations,Specialist,Toronto,68,34.56,13.1,2.5
1292,Employee_1292,31,IT,Manager,Toronto,7.6,0.7,4.5,3.3
1293,Employee_1293,60,Marketing,Specialist,Paris,27.5,40.35,34.8,3.4
1294,Employee_1294,31,Finance,Manager,London,80.7,23.48,25.4,6
1295,Employee_1295,56,HR,Manager,New York,46,81.89,6.6,4.7
1296,Employee_1296,59,HR,Manager,Berlin,54.7,33.73,17.2,9.5
1297,Employee_1297,60,Finance,Specialist,Singapore,43.3,82.75,11.5,2.1
1298,Employee_1298,55,HR,Manager,Singapore,4.4,0.06,29.5,9.8
1299,Employee_1299,54,Finance,Analyst,Toronto,16.6,30.78,18.1,3.1
1300,Employee_1300,44,Finance,Analyst,Paris,44.6,24.12,39.6,8
1301,Employee_1301,42,Finance,Executive,Dubai,20.9,23.36,2.2,4.1
1302,Employee_1302,25,Operations,Analyst,London,5,6.82,14.2,2.3
1303,Employee_1303,53,IT,Executive,Paris,84.4,18.71,19.3,8.7
1304,Employee_1304,56,IT,Analyst,San Francisco,98.1,55.55,20.1,3.8
1305,Employee_1305,40,Sales,Specialist,Dubai,79.3,29.14,12.6,6.9
1306,Employee_1306,39,Operations,Executive,Dubai,85.4,41.74,29.2,6.1
1307,Employee_1307,55,Sales,Coordinator,New York,24.2,37.69,35,5.2
1308,Employee_1308,63,Marketing,Coordinator,Singapore,96.1,87.59,37.5,5.5
1309,Employee_1309,37,IT,Analyst,Singapore,19.7,90.53,32.2,7.6
1310,Employee_1310,63,IT,Coordinator,London,95.1,49.3,34,1.8
1311,Employee_1311,54,IT,Analyst,London,99.5,33.02,22,7
1312,Employee_1312,29,HR,Analyst,San Francisco,71.2,10.68,33,9.1
1313,Employee_1313,46,Sales,Coordinator,Paris,98.1,95.34,12.1,1.5
1314,Employee_1314,22,Operations,Coordinator,Dubai,57,6.02,15.9,2.3
1315,Employee_1315,29,Sales,Manager,Singapore,26,29.77,12.7,7.4
1316,Employee_1316,29,Marketing,Executive,New York,43.7,29.81,18.7,4.9
1317,Employee_1317,60,IT,Analyst,Toronto,59.4,32.04,11.4,4.6
1318,Employee_1318,37,Operations,Coordinator,Singapore,7.3,16.43,38.5,2.2
1319,Employee_1319,21,Sales,Executive,Toronto,62.2,78.32,12.5,5.6
1320,Employee_1320,45,IT,Coordinator,Sydney,98.1,12.25,3.9,2.1
1321,Employee_1321,63,IT,Coordinator,New York,19,63.49,21.1,5.3
1322,Employee_1322,60,Operations,Manager,Singapore,79.3,12.38,2.3,7.9
1323,Employee_1323,62,Marketing,Analyst,Toronto,90.8,7.05,4.4,3.3
1324,Employee_1324,45,Finance,Analyst,Berlin,94.4,90.94,8.8,5.3
1325,Employee_1325,59,Operations,Specialist,San Francisco,96,19.01,18.6,9.9
1326,Employee_1326,55,Finance,Manager,Toronto,52.1,82.13,17.3,7.2
1327,Employee_1327,23,Marketing,Executive,Sydney,97.7,54.46,32,8.6
1328,Employee_1328,57,HR,Manager,Dubai,75.7,7.79,29.6,4.7
1329,Employee_1329,64,Operations,Executive,Dubai,16.2,95.54,17.1,7.9
1330,Employee_1330,64,Finance,Analyst,London,47.7,24.7,13.3,1.4
1331,Employee_1331,50,Marketing,Specialist,Toronto,71.8,85.96,12.7,2.1
1332,Employee_1332,58,Sales,Specialist,Paris,24.7,16.88,31,2.8
1333,Employee_1333,54,IT,Analyst,Tokyo,64.1,85.39,2.1,4.6
1334,Employee_1334,32,HR,Coordinator,San Francisco,66.7,1.32,0.5,8.6
1335,Employee_1335,39,Operations,Manager,Berlin,16.3,51.18,31.8,4.1
1336,Employee_1336,57,Finance,Specialist,London,56.5,76.94,19.1,6.9
1337,Employee_1337,64,Sales,Coordinator,Tokyo,77.2,93.48,5.2,7.4
1338,Employee_1338,37,Finance,Executive,Dubai,49.9,90.92,9.4,6.3
1339,Employee_1339,30,Marketing,Specialist,Singapore,1.2,81.96,37.3,4.2
1340,Employee_1340,32,Operations,Executive,Toronto,0.9,88.82,34.4,6.2
1341,Employee_1341,36,Marketing,Coordinator,Tokyo,35.7,19.92,28.4,4.1
1342,Employee_1342,44,Finance,Executive,Berlin,92.6,28.42,19.3,1.8
1343,Employee_1343,39,Operations,Coordinator,New York,22.9,28.9,20.8,9.9
1344,Employee_1344,28,Finance,Executive,New York,63.4,37.71,39,2.1
1345,Employee_1345,51,IT,Manager,Dubai,22.2,39.33,38.6,1.7
1346,Employee_1346,41,Operations,Specialist,Singapore,32.2,54.46,8.6,8.9
1347,Employee_1347,37,Operations,Specialist,London,84.8,15.99,32.4,3.7
1348,Employee_1348,43,HR,Coordinator,Singapore,72.9,69.12,7.9,6.9
1349,Employee_1349,57,IT,Executive,New York,9.5,16.76,8.5,4
1350,Employee_1350,36,Operations,Analyst,Toronto,42.9,31.03,27,4.5
1351,Employee_1351,26,Sales,Specialist,Berlin,2.9,50.33,16.2,3.4
1352,Employee_1352,28,Finance,Executive,Sydney,48.1,79.64,37.3,4.1
1353,Employee_1353,45,Sales,Executive,Toronto,66.2,73.95,3.6,4.7
1354,Employee_1354,38,Finance,Manager,Sydney,11.9,64.55,20.5,7.5
1355,Employee_1355,45,Marketing,Analyst,London,28.9,15.58,36.7,5.6
1356,Employee_1356,32,Finance,Specialist,Paris,39.8,54.7,36.2,9.5
1357,Employee_1357,35,HR,Manager,Toronto,92,8.74,6.3,1.4
1358,Employee_1358,46,Marketing,Analyst,Dubai,99.3,37.74,14.7,5.5
1359,Employee_1359,61,Operations,Specialist,Tokyo,4.5,41.35,24.8,6.3
1360,Employee_1360,46,Finance,Manager,Tokyo,76.1,3.98,6.4,9.3
1361,Employee_1361,52,HR,Analyst,Singapore,37.2,27.4,38.7,1.4
1362,Employee_1362,30,Sales,Specialist,Toronto,39.2,95.56,36.6,6.2
1363,Employee_1363,36,Marketing,Analyst,Dubai,75.4,95.36,6.7,8.7
1364,Employee_1364,27,Marketing,Executive,Sydney,91.8,35.23,4.8,3.2
1365,Employee_1365,37,HR,Coordinator,Dubai,95.1,4.31,3.4,8.9
1366,Employee_1366,43,Sales,Coordinator,Tokyo,57.7,17.91,36.4,1.2
1367,Employee_1367,46,Marketing,Executive,Toronto,35.7,39.22,7.7,7.6
1368,Employee_1368,41,Operations,Analyst,Berlin,78.8,94.78,16.7,9.4
1369,Employee_1369,42,Finance,Executive,Toronto,25.1,14.12,18,6.9
1370,Employee_1370,27,IT,Coordinator,Singapore,56.4,76.35,24,5
1371,Employee_1371,34,Sales,Coordinator,Singapore,35.9,10.87,2.9,1.4
1372,Employee_1372,35,Finance,Analyst,San Francisco,65.7,98.13,9.1,9.3
1373,Employee_1373,27,IT,Coordinator,Paris,24,38.16,37.3,5.2
1374,Employee_1374,29,Marketing,Executive,Sydney,19.2,77.52,36.3,1.3
1375,Employee_1375,28,IT,Analyst,Singapore,91.8,34.26,31.3,7.2
1376,Employee_1376,43,Sales,Executive,Singapore,10.2,62.77,0.8,5.3
1377,Employee_1377,49,Finance,Analyst,San Francisco,50.6,19.2,13.1,2.1
1378,Employee_1378,38,Marketing,Coordinator,Tokyo,22.1,14.6,25.1,2.9
1379,Employee_1379,51,Marketing,Specialist,Tokyo,3.9,93.81,11,1.6
1380,Employee_1380,50,Marketing,Analyst,Dubai,3.6,91.76,36.4,6.2
1381,Employee_1381,59,Marketing,Analyst,Sydney,17.5,88.75,25.4,6.6
1382,Employee_1382,55,IT,Specialist,Toronto,86.7,62.54,2.9,5.6
1383,Employee_1383,38,Marketing,Coordinator,Paris,28.2,80.83,36.4,8.4
1384,Employee_1384,62,HR,Executive,London,95,6.9,38.3,8.7
1385,Employee_1385,59,Marketing,Manager,Berlin,58.2,33.48,3.1,6.5
1386,Employee_1386,37,Marketing,Specialist,San Francisco,43.7,31.37,21.3,1.1
1387,Employee_1387,34,HR,Manager,Paris,58,63.56,12.1,7.3
1388,Employee_1388,51,Finance,Coordinator,London,51.7,35.6,15.7,4.8
1389,Employee_1389,44,Operations,Analyst,Berlin,75.9,14.85,7.2,6.1
1390,Employee_1390,55,HR,Analyst,Singapore,28.2,59.65,23.1,6.8
1391,Employee_1391,64,Sales,Coordinator,Toronto,35.3,81.44,38.3,4.2
1392,Employee_1392,54,Finance,Executive,Sydney,89.4,38.21,20.1,9.3
1393,Employee_1393,23,Marketing,Executive,Singapore,94.6,13.23,3.3,2.2
1394,Employee_1394,57,IT,Coordinator,Dubai,89.3,19.67,24.8,7
1395,Employee_1395,63,HR,Coordinator,New York,41.9,23.75,13.6,1
1396,Employee_1396,60,Finance,Coordinator,Paris,78,29.99,34.2,9.3
1397,Employee_1397,46,Finance,Coordinator,Toronto,47.6,64.28,17.4,2
1398,Employee_1398,43,Marketing,Coordinator,New York,49.8,60.09,7.7,1.9
1399,Employee_1399,64,Operations,Coordinator,London,20.5,69.61,7.6,4
1400,Employee_1400,59,IT,Analyst,Paris,59.1,36.25,30.8,4.4
1401,Employee_1401,35,IT,Manager,San Francisco,18.6,82.4,10.6,2.9
1402,Employee_1402,24,IT,Executive,Dubai,33.2,20.41,30.7,6.3
1403,Employee_1403,49,Sales,Manager,Toronto,85.5,46.9,8.2,5
1404,Employee_1404,42,Finance,Analyst,London,20.7,80.09,12.9,1.3
1405,Employee_1405,45,Sales,Specialist,London,7.1,18.02,18.6,3.9
1406,Employee_1406,33,Sales,Manager,Tokyo,6.9,10.99,37.7,8.3
1407,Employee_1407,38,Finance,Specialist,Berlin,94.1,88.37,37.3,7.2
1408,Employee_1408,53,IT,Analyst,Sydney,50.7,34.29,8.3,7.5
1409,Employee_1409,36,Finance,Executive,London,40.9,68.39,14.3,7.3
1410,Employee_1410,62,Operations,Specialist,Dubai,81.1,2.53,6,3.8
1411,Employee_1411,64,Finance,Analyst,New York,83.6,69,20.4,1.9
1412,Employee_1412,22,Marketing,Coordinator,Toronto,33.2,31.61,18.4,3.5
1413,Employee_1413,55,Finance,Executive,Toronto,69.4,5.57,36,8.5
1414,Employee_1414,62,HR,Coordinator,Dubai,77.1,60.98,37.2,9.8
1415,Employee_1415,54,Operations,Executive,Singapore,65.5,24.08,15.3,5.4
1416,Employee_1416,50,HR,Executive,Tokyo,15.2,38.68,19.7,1.1
1417,Employee_1417,33,IT,Manager,Dubai,87.6,8.06,35.8,2.3
